operator,family,poly_deg,eps,N,nrmse,cond_est
laplacian,IMQ,2,0.9676410537094535,900,0.0030725383460116175,NaN
laplacian,IMQ,2,1.4125375446227544,900,0.0043496290652196064,NaN
laplacian,IMQ,2,2.06198600950222,900,0.006619430589647626,NaN
laplacian,IMQ,2,3.0100341895821345,900,0.009784959205642239,NaN
laplacian,IMQ,2,4.393970560760792,900,0.013699763515333665,NaN
laplacian,IMQ,2,6.414205312236928,900,0.018597322897031445,NaN
laplacian,IMQ,2,9.363292088239415,900,0.024617427312480764,NaN
laplacian,IMQ,2,13.668293180829261,900,0.03166453815366123,NaN
laplacian,IMQ,2,19.952623149688797,900,0.04034700503728759,NaN
laplacian,Gaussian,2,0.1,900,0.04292952296780219,NaN
laplacian,Gaussian,2,0.14597743028861676,900,0.02641156370104056,NaN
laplacian,Gaussian,2,0.21309410153667974,900,0.09530389109881614,NaN
laplacian,Gaussian,2,0.3110692935198609,900,0.0026586944298852447,NaN
laplacian,Gaussian,2,0.4540909610972476,900,0.0024826398482936237,NaN
laplacian,Gaussian,2,0.6628703161826445,900,0.0024635206326474248,NaN
laplacian,Gaussian,2,0.9676410537094535,900,0.002480322074721047,NaN
laplacian,Gaussian,2,1.4125375446227544,900,0.0026847045110377646,NaN
laplacian,Gaussian,2,2.06198600950222,900,0.0034196880437367063,NaN
laplacian,Gaussian,2,3.0100341895821345,900,0.00503553897926067,NaN
laplacian,Gaussian,2,4.393970560760792,900,0.007667920606792177,NaN
laplacian,Gaussian,2,6.414205312236928,900,0.011258992340737404,NaN
laplacian,Gaussian,2,9.363292088239415,900,0.015915195395422736,NaN
laplacian,Gaussian,2,13.668293180829261,900,0.022526785916752726,NaN
laplacian,Gaussian,2,19.952623149688797,900,0.03190334912790566,NaN
gradient,IMQ,2,0.1,900,0.004727620196443481,NaN
gradient,IMQ,2,0.14597743028861676,900,0.0024706657690392055,NaN
gradient,IMQ,2,0.21309410153667974,900,0.0005693813535761909,NaN
gradient,IMQ,2,0.3110692935198609,900,0.00012594191113943692,NaN
gradient,IMQ,2,0.4540909610972476,900,0.00012540286308729406,NaN
gradient,IMQ,2,0.6628703161826445,900,0.0001305368266331518,NaN
gradient,IMQ,2,0.9676410537094535,900,0.00015136903159643054,NaN
gradient,IMQ,2,1.4125375446227544,900,0.00020493268380846797,NaN
gradient,IMQ,2,2.06198600950222,900,0.00030358708619784955,NaN
